estimate_id,cancer_code,regimen,role,drug,trial_name,trial_alias,trial_nct,ref,source_locator,source_locator_status,source_endpoint_label,source_population_label,setting,source_n,metric,value,value_status,unit,ci_low,ci_low_status,ci_high,ci_high_status,ci_basis,timepoint,metric_n,responders,note,source_verified,value_basis
ICI-b2835651b5-01,BRCA_Basal,PD-1,primary,pembrolizumab,KEYNOTE-086,MK-3475-086,NCT02447003,PMID:30475950,,not_extracted,,,pretreated metastatic TNBC; all-comers (Adams 2019),170,DOR,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,,,median not reached; total range 1.2+ to 21.5+; PD-L1+ range 6.3 to 21.5+,True,reported
ICI-0f0e089271-01,BRCA_Basal,PD-1,primary,pembrolizumab,KEYNOTE-086,MK-3475-086,NCT02447003,PMID:30475950,,not_extracted,,,pretreated metastatic TNBC; all-comers (Adams 2019),170,PFS,2,numeric,months,1.9,numeric,2,numeric,reported,median,170,,,True,reported
ICI-a5299960c5-01,BRCA_Basal,PD-1,primary,pembrolizumab,KEYNOTE-086,MK-3475-086,NCT02447003,PMID:30475950,,not_extracted,,,pretreated metastatic TNBC; all-comers (Adams 2019),170,PFS_RATE,14.9,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,170,,,True,reported
ICI-e229a8f185-01,BRCA_Basal,PD-1,primary,pembrolizumab,KEYNOTE-086,MK-3475-086,NCT02447003,PMID:30475950,,not_extracted,,,pretreated metastatic TNBC; all-comers (Adams 2019),170,OS,9,numeric,months,7.6,numeric,11.2,numeric,reported,median,170,,6-month OS rate 69.1%,True,reported
ICI-d6cf87e9e5-01,BRCA_Basal,PD-1,alternate,pembrolizumab,KEYNOTE-086 cohort B,,,PMID:30475947,,not_extracted,,,"previously untreated, PD-L1-positive metastatic TNBC (Adams 2019, Ann Oncol 30(3):405-411)",84,ORR,21.4,numeric,percent,13.9,numeric,31.4,numeric,reported,,84,18,PD-L1+ untreated cohort B; 4 CR + 14 PR,True,reported
ICI-9fc9ca17f2-01,BRCA_Basal,PD-1,alternate,pembrolizumab,KEYNOTE-086 cohort B,,,PMID:30475947,,not_extracted,,,"previously untreated, PD-L1-positive metastatic TNBC (Adams 2019, Ann Oncol 30(3):405-411)",84,CRR,4.8,numeric,percent,,not_extracted,,not_extracted,not_extracted,,84,4,4 complete responses / 84,True,reported
ICI-3a751ea034-01,BRCA_Basal,PD-1,alternate,pembrolizumab,KEYNOTE-086 cohort B,,,PMID:30475947,,not_extracted,,,"previously untreated, PD-L1-positive metastatic TNBC (Adams 2019, Ann Oncol 30(3):405-411)",84,DCR,23.8,numeric,percent,15.9,numeric,34,numeric,reported,,84,,,True,reported
ICI-b8438e7460-01,BRCA_Basal,PD-1,alternate,pembrolizumab,KEYNOTE-086 cohort B,,,PMID:30475947,,not_extracted,,,"previously untreated, PD-L1-positive metastatic TNBC (Adams 2019, Ann Oncol 30(3):405-411)",84,DOR,10.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,range 4.2 to 19.2+,True,reported
ICI-ba47635e7b-01,BRCA_Basal,PD-1,alternate,pembrolizumab,KEYNOTE-086 cohort B,,,PMID:30475947,,not_extracted,,,"previously untreated, PD-L1-positive metastatic TNBC (Adams 2019, Ann Oncol 30(3):405-411)",84,PFS,2.1,numeric,months,2,numeric,2.2,numeric,reported,median,84,,,True,reported
ICI-2a0f370265-01,BRCA_Basal,PD-1,alternate,pembrolizumab,KEYNOTE-086 cohort B,,,PMID:30475947,,not_extracted,,,"previously untreated, PD-L1-positive metastatic TNBC (Adams 2019, Ann Oncol 30(3):405-411)",84,OS,18,numeric,months,12.9,numeric,23,numeric,reported,median,84,,,True,reported
ICI-3792c43928-01,BRCA_Basal,PD-L1,primary,atezolizumab,PCD4989g,,NCT01375842,PMID:30242306,,not_extracted,,,"metastatic TNBC all-comers (any line), phase 1 monotherapy",116,ORR,10,numeric,percent,4.9,numeric,16.5,numeric,reported,,115,11,all-comer ORR 10% (11/115 evaluable; 95% CI 4.9-16.5 by RECIST); CI verified present in JAMA full text,True,reported
ICI-54fd4a7840-01,BRCA_Basal,PD-L1,primary,atezolizumab,PCD4989g,,NCT01375842,PMID:30242306,,not_extracted,,,"metastatic TNBC all-comers (any line), phase 1 monotherapy",116,DOR,21,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,"by RECIST, range 3 to >=38 months (25 mo by irRC)",True,reported
ICI-7353d7284b-01,BRCA_Basal,PD-L1,alternate,atezolizumab,PCD4989g,,,PMID:30242306,,not_extracted,,,first-line (1L) metastatic TNBC subset,21,ORR,24,numeric,percent,8.2,numeric,47.2,numeric,reported,,21,5,1L subset; 95% CI 8.2-47.2 by RECIST,True,reported
ICI-1bc1f2c450-01,BRCA_Basal,PD-L1,alternate,atezolizumab,PCD4989g,,,PMID:30242306,,not_extracted,,,first-line (1L) metastatic TNBC subset,21,OS,17.6,numeric,months,10.2,numeric,,not_extracted,reported,median,21,,95% CI 10.2 to not estimable,True,reported
ICI-6bbe217c59-01,BRCA_Basal,PD-L1,alternate,atezolizumab,PCD4989g,,,PMID:30242306,,not_extracted,,,second-line or greater (2L+) metastatic TNBC subset,94,ORR,6,numeric,percent,2.4,numeric,13.4,numeric,reported,,94,6,2L+ subset; 95% CI 2.4-13.4 by RECIST,True,reported
ICI-dd8d58275c-01,BRCA_Basal,PD-L1,alternate,atezolizumab,PCD4989g,,,PMID:30242306,,not_extracted,,,PD-L1 IC>=1% (IC1/2/3) immune-cell positive subset,91,ORR,12,numeric,percent,6,numeric,21,numeric,reported,,91,11,responses enriched in PD-L1 expressing tumor-infiltrating immune cells; 95% CI 6-21 by RECIST; PD-L1 IC>=1% median OS 10.1 mo,True,reported
ICI-c5947bad6b-01,CESC,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:30943124,,not_extracted,,,"pretreated advanced cervical cancer, PD-L1+ (CPS>=1) subgroup",82,ORR,14.6,numeric,percent,7.8,numeric,24.2,numeric,reported,,82,12,PD-L1+ subgroup (82 of 98 = 83.7% were CPS>=1); all 12 responses were in PD-L1+ patients; 12/82 = 14.6%; verified against JCO 2019 paper and ATM review,True,reported
ICI-ac4b7c47c2-01,CESC,PD-1,alternate,pembrolizumab,KEYNOTE-158,,,PMID:30943124,,not_extracted,,,all-comer pretreated advanced cervical cancer (full cohort),98,ORR,12.2,numeric,percent,6.5,numeric,20.4,numeric,reported,,98,12,full cohort; 12/98 = 12.2%; verified,True,reported
ICI-ddd8d6f347-01,CESC,PD-1,alternate,pembrolizumab,KEYNOTE-158,,,PMID:30943124,,not_extracted,,,all-comer pretreated advanced cervical cancer (full cohort),98,CRR,3.1,numeric,percent,,not_extracted,,not_extracted,not_extracted,,98,3,3 complete responses; 9 partial responses; verified,True,reported
ICI-2e11ae750c-01,CESC,PD-1,alternate,pembrolizumab,KEYNOTE-158,,,PMID:30943124,,not_extracted,,,all-comer pretreated advanced cervical cancer (full cohort),98,DCR,30.6,numeric,percent,,not_extracted,,not_extracted,not_extracted,,98,,"disease control rate; 18 patients with stable disease; found in ATM review, not in original extraction",True,reported
ICI-c596c96a12-01,CESC,PD-1,alternate,pembrolizumab,KEYNOTE-158,,,PMID:30943124,,not_extracted,,,all-comer pretreated advanced cervical cancer (full cohort),98,DOR,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,,,not reached (range >=3.7 to >=18.6 months); verified,True,reported
ICI-e2686c8669-01,CESC,PD-L1,primary,atezolizumab,SKYSCRAPER-04,,NCT04300647,PMID:38858106,,not_extracted,,,"2L/3L PD-L1+ recurrent/persistent cervical cancer, atezolizumab monotherapy",45,ORR,15.6,numeric,percent,6.5,numeric,29.5,numeric,reported,,45,,matches row anchor 15.6%; reference/mono arm of combo trial; verified PubMed PMID 38858106,True,reported
ICI-e1b1f63c42-01,CESC,PD-L1,primary,atezolizumab,SKYSCRAPER-04,,NCT04300647,PMID:38858106,,not_extracted,,,"2L/3L PD-L1+ recurrent/persistent cervical cancer, atezolizumab monotherapy",45,PFS,1.9,numeric,months,1.5,numeric,3,numeric,reported,median,45,,,True,reported
ICI-98dca50d7c-01,CESC,PD-L1,primary,atezolizumab,SKYSCRAPER-04,,NCT04300647,PMID:38858106,,not_extracted,,,"2L/3L PD-L1+ recurrent/persistent cervical cancer, atezolizumab monotherapy",45,OS,10.6,numeric,months,6.9,numeric,13.8,numeric,reported,median,45,,~10.4 mo median follow-up,True,reported
ICI-13c6b42ce9-01,CESC,PD-L1,alternate,atezolizumab + tiragolumab,SKYSCRAPER-04 (combination arm),,,PMID:38858106,,not_extracted,,,"2L/3L PD-L1+ recurrent/persistent cervical cancer, atezo + tiragolumab",126,ORR,19,numeric,percent,12.6,numeric,27,numeric,reported,,126,,p=0.0787 vs historical reference (21%); not statistically significant,True,reported
ICI-489d075019-01,CESC,PD-L1,alternate,atezolizumab + tiragolumab,SKYSCRAPER-04 (combination arm),,,PMID:38858106,,not_extracted,,,"2L/3L PD-L1+ recurrent/persistent cervical cancer, atezo + tiragolumab",126,PFS,2.8,numeric,months,1.7,numeric,4.1,numeric,reported,median,126,,,True,reported
ICI-6ea87b002f-01,CESC,PD-L1,alternate,atezolizumab + tiragolumab,SKYSCRAPER-04 (combination arm),,,PMID:38858106,,not_extracted,,,"2L/3L PD-L1+ recurrent/persistent cervical cancer, atezo + tiragolumab",126,OS,11.1,numeric,months,9.6,numeric,14.5,numeric,reported,median,126,,,True,reported
ICI-2814c8c5da-01,CESC,PD-L1,alternate,atezolizumab,"SKYSCRAPER-04 (mono arm, PD-L1 high subgroup)",,,PMID:38858106,,not_extracted,,,"PD-L1 high recurrent cervical cancer, monotherapy",,ORR,20.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,,,PD-L1 high subgroup mono arm; PD-L1 high subgroup totaled 105 across both arms; combo PD-L1 high ORR 25.0% reported by secondary summary; PubMed abstract does not report this subgroup value,False,reported
ICI-06e6f755ae-01,BTC,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, prior-treated pan-biliary cohort",104,ORR,5.8,numeric,percent,2.1,numeric,12.1,numeric,reported,,104,6,6/104; pan-biliary source-scope estimate for CHOL/GBC lookups; independently verified,True,reported
ICI-ffb31451ac-01,BTC,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, prior-treated pan-biliary cohort",104,DOR,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,,,median not reached; range 6.2-26.6+ months,True,reported
ICI-95f2890cf3-01,BTC,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, prior-treated pan-biliary cohort",104,PFS,2,numeric,months,1.9,numeric,2.1,numeric,reported,median,,,,True,reported
ICI-6ea6de466b-01,BTC,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, prior-treated pan-biliary cohort",104,OS,7.4,numeric,months,5.5,numeric,9.6,numeric,reported,median,,,,True,reported
ICI-1545ffe3c3-01,BTC,PD-1,alternate,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, prior-treated pan-biliary cohort",104,ORR,6.6,numeric,percent,,not_extracted,,not_extracted,not_extracted,,61,4,"PD-L1 expressers (CPS>=1) subgroup, 4/61; verified",True,reported
ICI-78b32558b8-01,BTC,PD-1,alternate,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, prior-treated pan-biliary cohort",104,ORR,2.9,numeric,percent,,not_extracted,,not_extracted,not_extracted,,34,1,"PD-L1 non-expressers subgroup, 1/34; verified",True,reported
ICI-d1d318d5fd-01,BTC,PD-1,alternate,pembrolizumab,KEYNOTE-028,,,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, PD-L1+ phase 1b cohort",23,ORR,13,numeric,percent,2.8,numeric,33.6,numeric,reported,,23,3,3/23 evaluable (24 enrolled); verified,True,reported
ICI-bafeb33323-01,BTC,PD-1,alternate,pembrolizumab,KEYNOTE-028,,,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, PD-L1+ phase 1b cohort",23,DOR,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,,,median not reached; range 21.5-53.2+ months,False,reported
ICI-784ad2abd2-01,BTC,PD-1,alternate,pembrolizumab,KEYNOTE-028,,,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, PD-L1+ phase 1b cohort",23,PFS,1.8,numeric,months,1.4,numeric,3.1,numeric,reported,median,,,,False,reported
ICI-45d73edf58-01,BTC,PD-1,alternate,pembrolizumab,KEYNOTE-028,,,PMID:32359091,,not_extracted,,,"advanced biliary tract cancer, PD-L1+ phase 1b cohort",23,OS,5.7,numeric,months,3.1,numeric,9.8,numeric,reported,median,,,,False,reported
ICI-a9bc719db3-01,BTC,PD-L1,primary,durvalumab,"durvalumab biliary tract cancer phase 1, Asian dose-expansion",,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab monotherapy, prior-treated Asian pts",42,ORR,4.8,numeric,percent,0.6,numeric,16.1,numeric,reported,,42,2,2/42 partial responses; verified verbatim against PMC9249982,True,reported
ICI-1a2bac306d-01,BTC,PD-L1,primary,durvalumab,"durvalumab biliary tract cancer phase 1, Asian dose-expansion",,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab monotherapy, prior-treated Asian pts",42,CRR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,42,0,,True,reported
ICI-8892fb2c2f-01,BTC,PD-L1,primary,durvalumab,"durvalumab biliary tract cancer phase 1, Asian dose-expansion",,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab monotherapy, prior-treated Asian pts",42,DOR,9.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,,True,reported
ICI-01b8ec043a-01,BTC,PD-L1,primary,durvalumab,"durvalumab biliary tract cancer phase 1, Asian dose-expansion",,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab monotherapy, prior-treated Asian pts",42,PFS,1.5,numeric,months,1.4,numeric,2.6,numeric,reported,median,,,,True,reported
ICI-29df11bed9-01,BTC,PD-L1,primary,durvalumab,"durvalumab biliary tract cancer phase 1, Asian dose-expansion",,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab monotherapy, prior-treated Asian pts",42,OS,8.1,numeric,months,5.6,numeric,10.1,numeric,reported,median,,,,True,reported
ICI-8c1c82b596-01,BTC,PD-L1,alternate,durvalumab + tremelimumab,NCT01938612 phase 1 Asian expansion,,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab+tremelimumab combo, prior-treated Asian pts",65,ORR,10.8,numeric,percent,6.1,numeric,17.5,numeric,reported,,65,7,7/65 partial responses; verified verbatim against PMC9249982,True,reported
ICI-37635ad717-01,BTC,PD-L1,alternate,durvalumab + tremelimumab,NCT01938612 phase 1 Asian expansion,,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab+tremelimumab combo, prior-treated Asian pts",65,CRR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,65,0,,True,reported
ICI-d6adf64029-01,BTC,PD-L1,alternate,durvalumab + tremelimumab,NCT01938612 phase 1 Asian expansion,,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab+tremelimumab combo, prior-treated Asian pts",65,DOR,8.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,,True,reported
ICI-7fa8a24816-01,BTC,PD-L1,alternate,durvalumab + tremelimumab,NCT01938612 phase 1 Asian expansion,,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab+tremelimumab combo, prior-treated Asian pts",65,PFS,1.6,numeric,months,1.4,numeric,2.8,numeric,reported,median,,,,True,reported
ICI-c340520250-01,BTC,PD-L1,alternate,durvalumab + tremelimumab,NCT01938612 phase 1 Asian expansion,,NCT01938612,PMID:35611499,,not_extracted,,,"advanced BTC, durvalumab+tremelimumab combo, prior-treated Asian pts",65,OS,10.1,numeric,months,6.5,numeric,11.6,numeric,reported,median,,,,True,reported
ICI-4f6402b639-01,CLL,PD-1,primary,pembrolizumab,Mayo Clinic phase 2 pembrolizumab CLL/Richter trial,MC1485,NCT02332980,DOI:10.1182/blood-2017-02-765685,,not_extracted,,,relapsed CLL cohort,16,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,16,0,0/16; matches row 0.0%; independently verified,True,reported
ICI-c319898ee7-01,CLL,PD-1,alternate,pembrolizumab,Mayo Clinic phase 2,,NCT02332980,DOI:10.1182/blood-2017-02-765685,,not_extracted,,,"Richter transformation (RT, DLBCL-like) cohort",9,ORR,44.4,numeric,percent,,not_extracted,,not_extracted,not_extracted,,9,4,"4/9 ~44%; all responses in prior-ibrutinib progressors; RT is DLBCL-like, distinct from CLL proper",True,reported
ICI-7c9277b87c-01,CLL,PD-1,alternate,pembrolizumab,Mayo Clinic phase 2,,NCT02332980,DOI:10.1182/blood-2017-02-765685,,not_extracted,,,"Richter transformation (RT, DLBCL-like) cohort",9,OS,10.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,RT cohort median OS (median follow-up ~11 mo); not reached in prior-ibrutinib-progressing subset,True,reported
ICI-dfd5824394-01,COAD,PD-1,primary,pembrolizumab,KEYNOTE-177,MK-3475-177,NCT02563002,,,not_extracted,,,all-comers (MMR-dependent),,ORR,5.0,numeric,percent,,not_extracted,,not_extracted,not_applicable,,,,prevalence-weighted blend of CRC_MSI source-scope ORR (43.8%) + COAD_MSS (0%) at dMMR prevalence ~13%; not a single-trial value; 43.8*0.13 = 5.7% ~ 5%,False,derived_blend
ICI-9099787bfc-01,CRC_MSI,PD-1,primary,pembrolizumab,KEYNOTE-177,MK-3475-177,NCT02563002,PMID:33264544,,not_extracted,,,first-line metastatic MSI-H/dMMR colorectal (pembrolizumab arm),153,ORR,43.8,numeric,percent,35.8,numeric,52,numeric,reported,,153,67,Confirmed ORR pembrolizumab arm from NEJM 2020 Table 2 (ITT): 67/153 = 43.8% (95% CI 35.8-52.0). Whole MSI-H mCRC; not colon- or rectum-specific.,True,reported
ICI-fac1883214-01,CRC_MSI,PD-1,primary,pembrolizumab,KEYNOTE-177,MK-3475-177,NCT02563002,PMID:33264544,,not_extracted,,,first-line metastatic MSI-H/dMMR colorectal (pembrolizumab arm),153,CRR,11.1,numeric,percent,,not_extracted,,not_extracted,not_extracted,,153,17,Complete responses 17/153 = 11.1% in pembrolizumab arm (NEJM 2020 Table 2).,True,reported
ICI-013ea9c9ea-01,CRC_MSI,PD-1,primary,pembrolizumab,KEYNOTE-177,MK-3475-177,NCT02563002,PMID:33264544,,not_extracted,,,first-line metastatic MSI-H/dMMR colorectal (pembrolizumab arm),153,PFS,16.5,numeric,months,5.4,numeric,32.4,numeric,reported,median,153,,"Median PFS 16.5 mo (95% CI 5.4-32.4) pembrolizumab vs 8.2 mo (95% CI 6.1-10.2) chemo; HR 0.60 (95% CI 0.45-0.80), P=0.0002.",True,reported
ICI-f0a7b7fce0-01,CRC_MSI,PD-1,primary,pembrolizumab,KEYNOTE-177,MK-3475-177,NCT02563002,PMID:33264544,,not_extracted,,,first-line metastatic MSI-H/dMMR colorectal (pembrolizumab arm),153,DOR,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,67,,Median DOR not reached (range 2.3+ to 41.4+) per NEJM 2020 Table 2; 82.6% of pembrolizumab responses lasted >=24 mo.,True,reported
ICI-c51444aea4-01,CRC_MSI,PD-1,alternate,pembrolizumab,KEYNOTE-177 (5-year follow-up),,,PMID:39631622,,not_extracted,,,"first-line MSI-H/dMMR mCRC, ~73.3 mo median follow-up (Andre et al, Ann Oncol 2025, Epub Dec 2024)",153,ORR,45.8,numeric,percent,,not_extracted,,not_extracted,not_extracted,,153,,5-yr follow-up ORR pembrolizumab 45.8% vs 33.1% chemo.,True,reported
ICI-a9c559498c-01,CRC_MSI,PD-1,alternate,pembrolizumab,KEYNOTE-177 (5-year follow-up),,,PMID:39631622,,not_extracted,,,"first-line MSI-H/dMMR mCRC, ~73.3 mo median follow-up (Andre et al, Ann Oncol 2025, Epub Dec 2024)",153,DOR,75.4,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,5-yr follow-up median DOR 75.4 mo (range 2.3+ to 80.1+) pembrolizumab vs 10.6 mo chemo. Confirmed via PMID 39631622 abstract.,True,reported
ICI-e5de24a94f-01,CRC_MSI,PD-1,alternate,pembrolizumab,KEYNOTE-177 (5-year follow-up),,,PMID:39631622,,not_extracted,,,"first-line MSI-H/dMMR mCRC, ~73.3 mo median follow-up (Andre et al, Ann Oncol 2025, Epub Dec 2024)",153,OS,77.5,numeric,months,,not_extracted,,not_extracted,not_extracted,median,153,,5-yr follow-up median OS 77.5 vs 36.7 mo chemo; HR 0.73 (95% CI 0.53-0.99); 5-yr OS 54.8% vs 44.2%. Crossover-confounded (62%). Confirmed via correct PMID 39631622 (Ann Oncol 2025).,True,reported
ICI-072ab82577-01,CRC_MSI,PD-1,alternate,pembrolizumab,KEYNOTE-177,,,PMID:33264544,,not_extracted,,,first-line MSI-H/dMMR mCRC (chemotherapy comparator arm),154,ORR,33.1,numeric,percent,,not_extracted,,not_extracted,not_extracted,confirmed,154,,Chemotherapy arm,True,reported
