cancer_code,source_cohort,source_project,source_version,source_pmid,source_type,source_scale_class,linear_tpm_comparable,tumor_origin,metastasis_site,processing_pipeline,notes,n_reference_genes,n_reference_samples,selected
SARC_SYN,TREEHOUSE_POLYA_25_01,Treehouse,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"13,359 samples × 58,581 genes; matrix is RSEM log2(TPM+1) keyed by HUGO symbol. Builder inverse-transforms to TPM, subsets by `clinical.disease == <label>`, harmonizes HUGO to Ensembl release 112, sums TPM across symbols that collapse to the same ENSG, then applies the canonical 16/9/75 clean-TPM transform. Every measured censored gene receives the same Treehouse PolyA reference composition before stat summarization. Same builder is parameterized for every Treehouse cancer code listed above. Samples with TCGA provenance (~9,500 samples) are extracted from this same file by `scripts/sweep_treehouse_tcga_cohorts.py` and tagged `source_cohort=TREEHOUSE_POLYA_25_01_TCGA_SAMPLES` so a future authoritative GDC build can land alongside without clobbering.",34571,50,True
SARC_UPS,TREEHOUSE_POLYA_25_01,Treehouse,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"13,359 samples × 58,581 genes; matrix is RSEM log2(TPM+1) keyed by HUGO symbol. Builder inverse-transforms to TPM, subsets by `clinical.disease == <label>`, harmonizes HUGO to Ensembl release 112, sums TPM across symbols that collapse to the same ENSG, then applies the canonical 16/9/75 clean-TPM transform. Every measured censored gene receives the same Treehouse PolyA reference composition before stat summarization. Same builder is parameterized for every Treehouse cancer code listed above. Samples with TCGA provenance (~9,500 samples) are extracted from this same file by `scripts/sweep_treehouse_tcga_cohorts.py` and tagged `source_cohort=TREEHOUSE_POLYA_25_01_TCGA_SAMPLES` so a future authoritative GDC build can land alongside without clobbering.",34571,110,True
SARC_WDLPS,TREEHOUSE_POLYA_25_01_TCGA_SARC_HISTOLOGY,Treehouse (TCGA-SARC) x GDC primary diagnosis,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-SARC liposarcoma samples split by GDC diagnoses.primary_diagnosis. PMID 24071852.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_sarc_histology_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-SARC liposarcoma samples in one parent liposarcoma disease bucket. This source joins each TCGA sample barcode prefix to the GDC TCGA-SARC diagnoses.primary_diagnosis table and routes well-differentiated, dedifferentiated, and pleomorphic liposarcoma separately. The two-sample PLEOLPS overlay is published as an additional source; the four-sample GSE75885 RNA-seq matrix remains its selected raw source matrix.",34571,5,True
SARC_WDLPS,GSE30929_SINGER_2007_LPS,GEO,PMID 22241786 (Singer 2007 MSKCC 140-sample LPS classifier); unit=TPM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1,,geo-microarray,microarray_tpm_proxy,False,primary,,gse30929_singer_2007_lps_tpm_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Affymetrix HG-U133A (GPL96) microarray; 140 primary liposarcomas from MSKCC, explicitly histology-tagged via char_subtype: 52 WD-LPS, 40 DD-LPS, 20 pleomorphic, 17 myxoid, 11 myxoid/round-cell. The round-cell variant IS high-grade myxoid LPS (WHO grade III, same FUS::DDIT3 fusion entity), so both collapse to SARC_MYXLPS (n=28). Builds 4 shards from one cohort via sample_include_regex (matched against char_subtype). MYXLPS biology validates: FABP4 2799 / ADIPOQ 917 / PPARG 424 (adipogenic program), FUS+DDIT3 both ~165 (fusion partners both expressed), STAT3 253 + JAK1 207 (FUS-DDIT3/JAK-STAT axis per PMC8851354).",13653,52,False
SCLC,SCLC_UCOLOGNE_2015,University of Cologne,"SCLC U.Cologne 2015 (George 2015, PMID 26168399); unit=FPKM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,geo-matrix,linear_rnaseq_tpm,True,primary,,sclc_ucologne_2015_fpkm_to_tpm_oncoref_canonical_clean_tpm_16_9_75,Small-cell lung cancer summary import.,16889,81,True
SCLC_ASCL1,SCLC_UCOLOGNE_2015,University of Cologne,"SCLC U.Cologne 2015 (George 2015, PMID 26168399); unit=FPKM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,geo-matrix,linear_rnaseq_tpm,True,primary,,sclc_ucologne_2015_fpkm_to_tpm_oncoref_canonical_clean_tpm_16_9_75,Small-cell lung cancer summary import.,16889,61,True
SCLC_NEUROD1,SCLC_UCOLOGNE_2015,University of Cologne,"SCLC U.Cologne 2015 (George 2015, PMID 26168399); unit=FPKM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,geo-matrix,linear_rnaseq_tpm,True,primary,,sclc_ucologne_2015_fpkm_to_tpm_oncoref_canonical_clean_tpm_16_9_75,Small-cell lung cancer summary import.,16889,8,True
SCLC_POU2F3,SCLC_UCOLOGNE_2015,University of Cologne,"SCLC U.Cologne 2015 (George 2015, PMID 26168399); unit=FPKM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,geo-matrix,linear_rnaseq_tpm,True,primary,,sclc_ucologne_2015_fpkm_to_tpm_oncoref_canonical_clean_tpm_16_9_75,Small-cell lung cancer summary import.,16889,10,True
SCLC_YAP1,SCLC_UCOLOGNE_2015,University of Cologne,"SCLC U.Cologne 2015 (George 2015, PMID 26168399); unit=FPKM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,geo-matrix,linear_rnaseq_tpm,True,primary,,sclc_ucologne_2015_fpkm_to_tpm_oncoref_canonical_clean_tpm_16_9_75,Small-cell lung cancer summary import.,16889,2,True
SKCM,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,469,True
STAD,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,414,True
STAD_CIN,TREEHOUSE_POLYA_25_01_TCGA_STAD_SUBTYPE,Treehouse (TCGA-STAD) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-STAD subset split by cBioPortal molecular subtype calls from stad_tcga_pan_can_atlas_2018. PMID 25079317.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_stad_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-STAD samples in the parent stomach adenocarcinoma disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes EBV, MSI, genomically stable, and chromosomal-instability cohorts separately. The cBioPortal STAD_POLE label is intentionally not routed because oncoref does not currently carry a STAD_POLE registry code.",34571,221,True
STAD_EBV,TREEHOUSE_POLYA_25_01_TCGA_STAD_SUBTYPE,Treehouse (TCGA-STAD) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-STAD subset split by cBioPortal molecular subtype calls from stad_tcga_pan_can_atlas_2018. PMID 25079317.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_stad_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-STAD samples in the parent stomach adenocarcinoma disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes EBV, MSI, genomically stable, and chromosomal-instability cohorts separately. The cBioPortal STAD_POLE label is intentionally not routed because oncoref does not currently carry a STAD_POLE registry code.",34571,30,True
STAD_GS,TREEHOUSE_POLYA_25_01_TCGA_STAD_SUBTYPE,Treehouse (TCGA-STAD) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-STAD subset split by cBioPortal molecular subtype calls from stad_tcga_pan_can_atlas_2018. PMID 25079317.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_stad_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-STAD samples in the parent stomach adenocarcinoma disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes EBV, MSI, genomically stable, and chromosomal-instability cohorts separately. The cBioPortal STAD_POLE label is intentionally not routed because oncoref does not currently carry a STAD_POLE registry code.",34571,50,True
STAD_MSI,TREEHOUSE_POLYA_25_01_TCGA_STAD_SUBTYPE,Treehouse (TCGA-STAD) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-STAD subset split by cBioPortal molecular subtype calls from stad_tcga_pan_can_atlas_2018. PMID 25079317.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_stad_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-STAD samples in the parent stomach adenocarcinoma disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes EBV, MSI, genomically stable, and chromosomal-instability cohorts separately. The cBioPortal STAD_POLE label is intentionally not routed because oncoref does not currently carry a STAD_POLE registry code.",34571,73,True
TGCT,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,154,True
THCA,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,512,True
THYM,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,119,True
T_ALL,TARGET_ALL_2018,TARGET ALL,https://portal.gdc.cancer.gov/projects/TARGET-ALL-P2; unit=TPM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1,,gdc,linear_rnaseq_tpm,True,primary,,gdc_star_counts_tpm_ensembl112_clean_tpm_16_9_75,"Three TARGET ALL phases merged. GDC diagnoses do not encode B/T lineage; the builder routes cases from the public Phase 1/2 sample-matrix ""Cell of origin"" comments.",60279,264,True
UCEC,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,181,True
UCEC_CNH,TREEHOUSE_POLYA_25_01_TCGA_UCEC_SUBTYPE,Treehouse (TCGA-UCEC) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-UCEC subset split by cBioPortal molecular subtype calls from ucec_tcga_pan_can_atlas_2018. PMID 23636398.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_ucec_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-UCEC samples in a parent uterine/endometrial disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes POLE, MSI, copy-number-low, and copy-number-high cohorts separately. It uses a distinct source_cohort from the unsplit UCEC cohort so subtype-derived references remain auditable.",34571,85,True
UCEC_CNL,TREEHOUSE_POLYA_25_01_TCGA_UCEC_SUBTYPE,Treehouse (TCGA-UCEC) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-UCEC subset split by cBioPortal molecular subtype calls from ucec_tcga_pan_can_atlas_2018. PMID 23636398.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_ucec_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-UCEC samples in a parent uterine/endometrial disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes POLE, MSI, copy-number-low, and copy-number-high cohorts separately. It uses a distinct source_cohort from the unsplit UCEC cohort so subtype-derived references remain auditable.",34571,30,True
UCEC_MSI,TREEHOUSE_POLYA_25_01_TCGA_UCEC_SUBTYPE,Treehouse (TCGA-UCEC) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-UCEC subset split by cBioPortal molecular subtype calls from ucec_tcga_pan_can_atlas_2018. PMID 23636398.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_ucec_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-UCEC samples in a parent uterine/endometrial disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes POLE, MSI, copy-number-low, and copy-number-high cohorts separately. It uses a distinct source_cohort from the unsplit UCEC cohort so subtype-derived references remain auditable.",34571,41,True
UCEC_POLE,TREEHOUSE_POLYA_25_01_TCGA_UCEC_SUBTYPE,Treehouse (TCGA-UCEC) x cBioPortal molecular subtype,"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA, TCGA-UCEC subset split by cBioPortal molecular subtype calls from ucec_tcga_pan_can_atlas_2018. PMID 23636398.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,primary,,treehouse_polya_25_01_tcga_ucec_subtype_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"Treehouse carries TCGA-UCEC samples in a parent uterine/endometrial disease bucket. This source joins each TCGA sample barcode prefix to cBioPortal PanCancer Atlas patient SUBTYPE calls and routes POLE, MSI, copy-number-low, and copy-number-high cohorts separately. It uses a distinct source_cohort from the unsplit UCEC cohort so subtype-derived references remain auditable.",34571,16,True
UCS,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,57,True
UVM,TREEHOUSE_POLYA_25_01_TCGA_SAMPLES,Treehouse (TCGA samples),"Treehouse Childhood Cancer Initiative, Tumor Compendium 25.01 PolyA samples selected by TCGA provenance (released Jan 2025; clinical 20250131v1, TPM matrix 2025-02-27). GSE294351.; unit=log2(TPM+1); canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1",,treehouse-compendium,linear_rnaseq_tpm,True,mixed,,treehouse_polya_25_01_tcga_samples_log2_tpm_1_to_tpm_oncoref_canonical_clean_tpm_16_9_75,"TCGA-only subset of the Treehouse 25.01 PolyA compendium. Samples are selected by matching the Treehouse clinical disease label and requiring `th_dataset_id` to start with `TCGA`. This deliberately excludes GBM/LGG, SARC, and subtype cohorts that require additional cBioPortal, GDC, or histology side tables; those remain source-specific follow-ups under oncoref#296. Uses its own source_cohort so a future authoritative GDC STAR-counts build can coexist without clobbering Treehouse-derived artifacts.",34571,79,True
VSCC,SRP449588_VSCC_2024,NCBI SRA Gene Feature counts,NCBI SRA Gene Feature analyses SRZ1277119/SRZ1610788/SRZ1611554/SRZ1278215/SRZ1276871/SRZ1277376/SRZ1277597/SRZ1277053/SRZ1611176 (scf_rnaseq_gene_counts 0.5.6); RefSeq GCF_000001405.40-RS_2025_08 length reference; harmonized to Ensembl release 112; unit=NCBI Gene Feature count-derived TPM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1,PMID:38898085,sra-ncbi-counts,ncbi_gene_feature_count_tpm,True,mixed,,ncbi_sra_gene_feature_counts_refseq2025_gene_length_tpm_oncoref_canonical_clean_tpm_16_9_75,"Nine independent invasive vulvar squamous cell carcinomas with RIN above 6 were selected from the thirteen-tumor study and sequenced as poly(A), paired-end bulk RNA-seq. Tumors 1-4, 6, and 9 were reported as primary; Tumors 5, 7, and 8 as recurrent; and the Tumor 2 biopsy came from a metastatic site. This mixed-origin n=9 cohort is a direct reference but remains reference-only rather than independently classification-ready. Direct per-tumor HPV evidence is preserved in the molecular-provenance manifest and is never inferred from diagnosis or expression.",44446,9,True
WILMS,TARGET_WT_2015,TARGET Wilms Tumor,TARGET Wilms Tumor 2015; unit=TPM; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1,,gdc,linear_rnaseq_tpm,True,primary,,gdc_star_counts_tpm_ensembl112_clean_tpm_16_9_75,Backfill candidate from GDC.,60279,125,True
cSCC,GSE125285_BCC_CSCC,GEO,GSE125285; PMID:33997165; unit=nCPM proxy; canonicalized with oncoref expression_engine; clean_tpm=16/9/75; clean_tpm_profile=treehouse_polya_25_01_median_v1,PMID:33997165,geo-rnaseq-cpm-proxy,bulk_rnaseq_cpm_proxy,False,primary,,gse125285_log2_cpm_inverse_ncpm_proxy_ensembl112_clean_tpm_16_9_75,"Select the 25 diagnosis-confirmed BCC tumors and 10 diagnosis-confirmed cSCC tumors from the 70-sample paired study; retain all 35 matched adjacent normals as explicit exclusions. Invert author log2(CPM+1) and rescale each tumor to nCPM. The result preserves within-sample ranks but lacks gene-length normalization, so it is neither bulk-TPM comparable nor, by itself, classification-ready.",15263,10,True
