cancer_code,subtype,symbol,role,agent,agent_class,phase,treatment_path_tier,line_of_therapy,eligibility_note,indication,rationale,source
HCL,,MS4A1,biomarker,,,,,,,,Strong B-cell surface expression — rituximab target,PMID:31068044
HCL,,CD22,biomarker,,,,,,,,B-cell surface — moxetumomab pasudotox target,PMID:31068044
HCL,,CD25,biomarker,,,,,,,,IL2RA — characteristic of classical HCL (vs HCL-v which is CD25-),PMID:38440808
HCL,,BRAF,target,vemurafenib,small_molecule,off_label,off_label,off_label,off-label follow-up; confirm alternatives and local access,R/R classical HCL,BRAF V600E inhibitor with prospective activity in relapsed/refractory hairy cell leukemia,PMID:26352686
HCL,,BRAF,target,dabrafenib + trametinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R HCL,BRAF + MEK combo — clinical trial data in purine-analog refractory cases,PMID:36108341
CML,,BCR,biomarker,,,,,,,,BCR-ABL1 fusion — t(9;22) Philadelphia chromosome; pathognomonic for CML,PMID:38280275
CML,,ABL1,biomarker,,,,,,,,Kinase domain of BCR-ABL1 fusion — T315I mutation confers resistance to 1st/2nd-gen TKIs,PMID:33773846
CML,,ABL1,target,imatinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CML chronic phase,First-gen BCR-ABL TKI — first-line standard since 2001; IRIS trial,PMID:12637609
CML,,ABL1,target,dasatinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CML first-line or imatinib-resistant,Second-gen BCR-ABL TKI — DASISION trial,PMID:27217448
CML,,ABL1,target,nilotinib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,CML first-line or imatinib-resistant,Second-gen BCR-ABL TKI — ENESTnd trial,PMID:26837842
CML,,ABL1,target,bosutinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,CML R/R or intolerant to imatinib,Second-gen BCR-ABL TKI — approved 2012,PMID:29091516
CML,,ABL1,target,ponatinib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,T315I-mutant or multi-TKI-refractory CML,Third-gen BCR-ABL TKI — only approved agent with T315I activity,PMID:34407543
CML,,ABL1,target,asciminib,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R CML including T315I,STAMP inhibitor — myristoyl-pocket allosteric inhibitor; approved 2021,PMID:38820078
SCLC,,DLL3,biomarker,,,,,,,,NOTCH ligand — overexpressed on SCLC; low in normal tissues except testis/brain,PMID:31215500
SCLC,,ASCL1,biomarker,,,,,,,,Subtype-defining TF — SCLC-A predominant subtype (Rudin 2019),PMID:30926931
SCLC,,NEUROD1,biomarker,,,,,,,,Subtype-defining TF — SCLC-N subtype,PMID:30926931
SCLC,,POU2F3,biomarker,,,,,,,,Subtype-defining TF — SCLC-P tuft-cell-like variant,PMID:37357936
SCLC,,YAP1,biomarker,,,,,,,,Subtype-defining TF — SCLC-Y inflammatory variant,PMID:38180245
SCLC,,TP53,biomarker,,,,,,,,Near-universal loss (~90%) — smoker-associated LoF,PMID:26168399
SCLC,,RB1,biomarker,,,,,,,,Near-universal loss (~90%) alongside TP53 — biallelic inactivation defines SCLC,PMID:26168399
SCLC,,DLL3,target,tarlatamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R SCLC (≥2 prior lines),DLL3xCD3 bispecific — approved 2024; DeLLphi-301 trial,PMID:37861218
SCLC,,TOP1,target,topotecan,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,R/R SCLC,TOP1 inhibitor — standard second-line SCLC chemo,PMID:10080612
SCLC,,CD274,target,atezolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,ES-SCLC first-line (+ chemo),Anti-PD-L1 — IMpower133; first chemo-IO approval in SCLC,PMID:30280641
SCLC,,CD274,target,durvalumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,ES-SCLC first-line (+ chemo),Anti-PD-L1 — CASPIAN trial,PMID:31590988
T_ALL,,CD7,biomarker,,,,,,,,T-cell surface — broadly expressed on T-ALL blasts; CAR-T target,PMID:37314354
T_ALL,,NOTCH1,biomarker,,,,,,,,Activating mutation (~60%) — HES1/MYC axis driver,PMID:15472075
T_ALL,,FBXW7,biomarker,,,,,,,,Co-occurs with NOTCH1 — sensitizes to γ-secretase inhibitors in preclinical,PMID:38848537
T_ALL,,TP53,biomarker,,,,,,,,Loss-of-function — high-risk relapsed T-ALL,PMID:34440292
T_ALL,,CD7,target,WU-CART-007,CAR-T,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,R/R T-ALL,Allogeneic CD7 CAR-T — early-phase data in R/R T-ALL,PMID:40445850
T_ALL,,CD38,target,daratumumab,antibody,preclinical,preclinical,preclinical,preclinical follow-up; not a clinical recommendation,R/R T-ALL (CD38+),Anti-CD38 activity is supported preclinically in T-ALL,PMID:29305553
CTCL,,CD4,biomarker,,,,,,,,Helper-T lineage; CTCL blasts are CD4+ CD26-,PMID:24438969
CTCL,,DPP4,biomarker,,,,,,,,CD26 loss on CTCL blasts is diagnostic,PMID:16412210
CTCL,,CCR4,biomarker,,,,,,,,Elevated on CTCL blasts — mogamulizumab target,PMID:33811642
CTCL,,TNFRSF8,biomarker,,,,,,,,"CD30 — positive in ~50% CTCL cases, defines BV-eligible subset",PMID:28600132
CTCL,,CCR4,target,mogamulizumab,antibody,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R mycosis fungoides / Sézary,Anti-CCR4 — approved 2018; MAVORIC trial,PMID:30100375
CTCL,,TNFRSF8,target,brentuximab vedotin,ADC,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,CD30+ CTCL,CD30 MMAE ADC — approved 2017; ALCANZA trial,PMID:34507350
CTCL,,HDAC1,target,romidepsin,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R CTCL,Class-1 HDAC inhibitor — approved 2009,PMID:20126671
CTCL,,HDAC1,target,vorinostat,small_molecule,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R CTCL,Pan-HDAC inhibitor — approved 2006,PMID:17940636
SARC,MPNST,NF1,biomarker,,,,,,,,Biallelic NF1 loss drives constitutive RAS/MAPK signaling in MPNST; NF1-associated and sporadic tumors commonly converge on NF1/RAS-pathway loss,PMID:36598417
SARC,MPNST,CDKN2A,biomarker,,,,,,,,CDKN2A loss is a recurrent progression event in MPNST evolution; supports malignant transformation from precursor lesions,PMID:36598417
SARC,MPNST,CDKN2B,biomarker,,,,,,,,CDKN2B/p15INK4b can be inactivated or co-lost with the CDKN2A locus in sporadic and NF1-related MPNST,PMID:14519636
SARC,MPNST,TP53,biomarker,,,,,,,,TP53 inactivation is a recurrent event in high-grade MPNST genomic evolution,PMID:36598417
SARC,MPNST,SUZ12,biomarker,,,,,,,,PRC2 loss-of-function (SUZ12/EED) yields global H3K27me3 loss — diagnostically useful IHC correlate,PMID:31023785
SARC,MPNST,EED,biomarker,,,,,,,,PRC2 loss-of-function partner of SUZ12 — global H3K27me3 loss,PMID:31023785
SARC,MPNST,SMARCB1,biomarker,,,,,,,,SMARCB1 loss in a subset of MPNST (epithelioid variant); overlaps with epithelioid sarcoma biology,PMID:41881192
SARC,MPNST,SOX10,biomarker,,,,,,,,Schwann-cell lineage confirmation — often retained through progression from neurofibroma to MPNST,PMID:28551330
SARC,MPNST,S100B,biomarker,,,,,,,,Schwann-cell lineage marker; reduced or lost expression can accompany high-grade / dedifferentiated MPNST,PMID:28551330
SARC,MPNST,MAP2K1,target,trametinib,small_molecule,preclinical,preclinical,preclinical,preclinical follow-up; not a clinical recommendation,unresectable/metastatic NF1-associated MPNST,Trametinib activity is supported in MPNST cells and xenografts,PMID:32975370
SARC,MPNST,MAP2K1,target,selumetinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NF1-associated MPNST (investigational),FDA-approved for inoperable plexiform NF (the MPNST precursor); extending into MPNST trials,PMID:41504652
SARC,MPNST,PTPN11,target,SHP2 inhibitors,small_molecule,preclinical,preclinical,preclinical,preclinical follow-up; not a clinical recommendation,RAS-driven MPNST (MEK-combo trials),Combined SHP2 and MEK inhibition is supported in NF1-deficient MPNST models,PMID:33032988
SARC,MMNST,TYR,biomarker,,,,,,,,HIGH — tyrosinase; melanin-synthesis genes up-regulated on expression profiling; tyrosinase IHC-positive in ~100% of cases (melanocytic differentiation),PMID:24145644
SARC,MMNST,PMEL,biomarker,,,,,,,,HIGH — melanosomal gp100 (HMB45 antigen); HMB45 IHC-positive in ~100%; melanocytic-differentiation marker up-regulated,PMID:24145644
SARC,MMNST,MLANA,biomarker,,,,,,,,HIGH — Melan-A melanocytic-differentiation marker; IHC-positive in ~92% of cases; up-regulated melanogenesis program,PMID:24145644
SARC,MMNST,DCT,biomarker,,,,,,,,HIGH — dopachrome tautomerase (TYRP2); melanin-synthesis gene up-regulated relative to conventional schwannoma,PMID:24145644
SARC,MMNST,MITF,biomarker,,,,,,,,HIGH — master melanocytic transcription factor driving the melanogenesis program; up-regulated (melanocytic differentiation),PMID:24145644
SARC,MMNST,SOX10,biomarker,,,,,,,,HIGH — neural-crest Schwann-and-melanocytic lineage transcription factor; retained/expressed (dual Schwann + melanocytic differentiation),PMID:24145644
SARC,MMNST,S100B,biomarker,,,,,,,,HIGH — Schwann-cell/neural-crest lineage marker; S100 IHC-positive in ~84% of cases,PMID:24145644
SARC,MMNST,PMP22,biomarker,,,,,,,,LOW — Schwann-cell myelin gene down-regulated in MMNST relative to conventional schwannoma,PMID:24145644
SARC,MMNST,PMP2,biomarker,,,,,,,,LOW — peripheral myelin protein 2 down-regulated relative to conventional schwannoma,PMID:24145644
SARC,MMNST,MPZ,biomarker,,,,,,,,LOW — myelin protein zero (Schwann myelin program) down-regulated relative to conventional schwannoma,PMID:24145644
SARC,MMNST,PRKAR1A,biomarker,,,,,,,,LOW — recurrent inactivating loss (Carney-complex-associated); protein expression lost in ~35% of cases and a defining genetic hallmark; low/absent expression,PMID:24145644; PMID:37284154
BCC,,SMO,target,vismodegib,small_molecule,approved,approved_standard,standard_or_frontline,confirm locally-advanced or metastatic eligibility,locally advanced / metastatic BCC,Hedgehog SMO inhibitor; first approved targeted therapy for advanced BCC,PMID:22670903
BCC,,SMO,target,sonidegib,small_molecule,approved,approved_indication_matched,standard_or_frontline,confirm locally-advanced eligibility,locally advanced BCC,Second SMO inhibitor for advanced BCC,PMID:27189494
BCC,,PTCH1,biomarker,,,,,,,,Hedgehog-pathway tumor suppressor; loss drives constitutive SMO/GLI signaling in BCC,PMID:33997165
cSCC,,PDCD1,target,cemiplimab,antibody,approved,approved_standard,standard_or_frontline,confirm advanced/unresectable eligibility,advanced / metastatic cSCC,Anti-PD-1; high response in UV-hypermutated cSCC,PMID:29863979
cSCC,,CD274,biomarker,,,,,,,,PD-L1 expression; UV-driven high TMB underlies immune-checkpoint sensitivity,PMID:29863979
GBC,,ERBB2,target,trastuzumab,antibody,phase_2,investigational_biomarker_matched,later_line_or_investigational,confirm HER2 amplification/overexpression,HER2+ gallbladder / biliary,HER2 amplified in a gallbladder subset; basket-trial activity (MyPathway),PMID:34339623
CRANIO,papillary,BRAF,target,dabrafenib+trametinib,small_molecule,off_label,off_label,off_label,confirm BRAF V600E; evidence is from case reports,BRAF V600E papillary craniopharyngioma,BRAF/MEK inhibition has produced responses in reported papillary craniopharyngioma cases,PMID:35155453
CRANIO,adamantinomatous,CTNNB1,biomarker,,,,,,,,Beta-catenin activating mutation defines adamantinomatous craniopharyngioma,PMID:28859336
DIPG,,H3F3A,biomarker,,,,,,,,Histone H3.3 K27M is the defining alteration of diffuse midline glioma,PMID:22389665
DIPG,,ACVR1,biomarker,,,,,,,,Recurrent ACVR1 activating mutation in a DIPG subset,PMID:24705250
EPN,,ZFTA,biomarker,,,,,,,,ZFTA (C11orf95)-RELA fusion defines supratentorial ependymoma,PMID:24553141
SARC,well_differentiated_liposarcoma,MDM2,biomarker,,,,,,,,12q13-15 amplification — diagnostic for WDLPS (distinguishes atypical lipomatous tumor / WDLPS from benign lipoma),PMID:30852045
SARC,well_differentiated_liposarcoma,CDK4,biomarker,,,,,,,,Co-amplified with MDM2 on the 12q amplicon; supports WDLPS diagnosis,PMID:30852045
SARC,well_differentiated_liposarcoma,HMGA2,biomarker,,,,,,,,12q amplicon lipogenic-lineage marker in WDLPS/DDLPS,PMID:26336885
ALCL,,TNFRSF8,biomarker,,,,,,,systemic ALCL,CD30 (TNFRSF8) uniformly expressed in ALCL — defining IHC biomarker and anti-CD30 ADC target,PMID:22614995
ALCL,,TNFRSF8,target,brentuximab vedotin,ADC,approved,approved_standard,frontline_and_relapsed,CD30+ (universal in sALCL),systemic ALCL,"Anti-CD30 ADC; approved for sALCL (frontline BV-CHP, ECHELON-2; R/R per Pro 2012)",PMID:22614995
ALCL,ALK-positive,ALK,target,crizotinib,ALK-inhibitor,phase_2,trial_follow_up,clinical_trial,confirm ALK-positive disease and age-specific eligibility,relapsed/refractory pediatric ALK+ ALCL,ALK inhibitor evaluated in a phase 1/2 pediatric study,PMID:41457564
MENINGIOMA,,NF2,biomarker,,,,,,,,NF2 is the most common recurrent driver in sporadic meningioma,PMID:38001599
MENINGIOMA,,SSTR2,biomarker,,,,,,,,Somatostatin receptor 2 — near-universal; basis of 68Ga-DOTATATE PET imaging,PMID:38048045
MENINGIOMA,,PGR,biomarker,,,,,,,,Progesterone receptor — expressed in most grade I; prognostic,PMID:11517968
MENINGIOMA,,SSTR2,target,177Lu-DOTATATE,radioligand,phase_2,investigational_biomarker_matched,later_line_or_investigational,confirm SSTR2 expression (DOTATATE-PET-avid),progressive/refractory meningioma,SSTR2-directed peptide receptor radionuclide therapy — investigational for surgery/RT-refractory disease,PMID:38048045
CHOROID_PLEXUS,,TP53,biomarker,,,,,,,,TP53 mutation — strong Li-Fraumeni association in choroid plexus carcinoma; prompts germline testing,PMID:31660579
CHOROID_PLEXUS,,TTR,biomarker,,,,,,,,Transthyretin expression supports primary choroid-plexus lineage,PMID:2356863
